first_release_year,name,count
2002,jug band,4
2002,juke,1
2002,jump blues,16
2002,jungle,12
2002,kam falk,1
2002,kem,1
2002,keri-lynn,1
2002,keyboard,1
2002,kill,1
2002,klezmer,2
2002,l.a. punk,3
2002,latin,61
2002,latin american music,1
2002,latin jazz,20
2002,latin pop,4
2002,latin rock,2
2002,lecture,1
2002,leftfield,43
2002,like,1
2002,liquid funk,1
2002,live,1
2002,live at calvin theater,1
2002,lo-fi,66
2002,louisiana blues,4
2002,lounge,9
2002,love,2
2002,luther,1
2002,magnatune,1
2002,mainstream jazz,1
2002,mainstream rock,1
2002,male vocal,2
2002,male vocalists,1
2002,mariachi,1
2002,martin sexton,1
2002,mash up,1
2002,mash-up,1
2002,mashup,1
2002,matador,1
2002,math rock,34
2002,mathcore,4
2002,mathrock,1
2002,melancholy-funk,8
2002,melodic death doom,1
2002,melodic death metal,5
2002,melodic hardcore,15
2002,melodic metalcore,5
2002,melodic punk,2
2002,memphis rap,1
2002,merle travis sixteen tons,1
2002,metal,53
2002,metalcore,43
2002,mexico,1
2002,miami bass,2
2002,midi music,1
2002,midwestern rap,2
2002,minimal,49
2002,minimal synth,1
2002,minimal techno,3
2002,minimalism,2
2002,missing credits,2
2002,missing relationships,3
2002,mixed media,1
2002,mod,2
2002,modal music,3
2002,modern,1
2002,modern classical,39
2002,modern country,3
2002,modern creative,5
2002,modern electric blues,1
2002,motown,5
2002,movie soundtrack,2
2002,mr kickass,1
2002,mr. kickass,1
2002,murder folk,1
2002,murder metal,1
2002,mushroom on cover,1
2002,music comedy,1
2002,musical,25
2002,musique concrète,3
2002,mystery,1
2002,nashville sound/countrypolitan,1
2002,native tongue,1
2002,need composers,3
2002,neo soul,27
2002,neo-classical metal,1
2002,neo-prog,1
2002,neo-psychedelia,8
2002,neo-soul,6
2002,neo-traditional country,1
2002,neo-traditionalist country,5
2002,neoclassical dark wave,1
2002,neoclassical metal,1
2002,neofolk,5
2002,nerdcore,1
2002,new acoustic,3
2002,new age,45
2002,new jack swing,6
2002,new orleans brass bands,1
2002,new orleans jazz,1
2002,new orleans r&b,2
2002,new traditionalist,6
2002,new wave,42
2002,new york hardcore,1
2002,new york punk,1
2002,no genre info,1
2002,no wave,4
2002,noise,112
2002,noise pop,2
2002,noise rock,6
2002,noise-rock,3
2002,noisecore,2
2002,non-music,54
2002,norteño,1
2002,novelty,4
2002,nu jazz,1
2002,nu metal,73
2002,nu-metal,2
2002,nü metal,1
2002,obscuro,1
2002,observational humor,1
2002,offizielle charts,6
2002,ohio,1
2002,oi,9
2002,old school,1
2002,old school hip hop,1
2002,old school punk,1
2002,old school rap,1
2002,old-time,2
2002,oldies,7
2002,one of the best hip hop albums ever.,1
2002,opera,23
2002,orchestral,14
2002,other pop,2
2002,other punk,2
2002,other rap hip-hop,1
2002,outlaw country,5
2002,owned,3
2002,pacific,1
2002,paranoid,1
2002,parody,2
2002,party rap,4
2002,pennsylvania,1
2002,persian classical,1
2002,piano blues,11
2002,piano jazz,3
2002,piano rock,2
2002,piedmont blues,2
2002,pkg-jewel case,1
2002,plunderphonics,1
2002,political hip hop,1
2002,polka,2
2002,pop,638
2002,pop and chart,3
2002,pop latino,1
2002,pop male singer-songwriter,1
2002,pop metal,5
2002,pop punk,72
2002,pop rap,54
2002,pop rock,287
2002,pop soul,10
2002,pop vocalists,1
2002,pop-folk,1
2002,pop-metal,3
2002,pop-rap,3
2002,pop-rock,1
2002,pop/rock,148
2002,pop/soul,1
2002,pornogrind,3
2002,portland,1
2002,post bop,3
2002,post punk,2
2002,post rock,9
2002,post-bop,52
2002,post-grunge,40
2002,post-grunge alternative rock,1
2002,post-hardcore,44
2002,post-jazz,1
2002,post-metal,3
2002,post-minimalism,1
2002,post-punk,29
2002,post-punk revival,3
2002,post-rock,71
2002,posthumous,1
2002,power electronics,11
2002,power metal,6
2002,power pop,50
2002,powerviolence,3
2002,praise & worship,2
2002,prank call,1
2002,prank calls,1
2002,pregaptrack,2
2002,prog rock,2
2002,prog-rock,2
2002,progressive bluegrass,6
2002,progressive country,6
2002,progressive electronic,2
2002,progressive folk,1
2002,progressive house,37
2002,progressive metal,17
2002,progressive pop,2
2002,progressive rock,25
2002,progressive stoner,1
2002,progressive trance,10
2002,proto-punk,1
2002,psychadelic,1
2002,psychedelic,10
2002,psychedelic folk,3
2002,psychedelic pop,6
2002,psychedelic rock,105
2002,psychobilly,8
2002,psytrance,1
2002,punk,403
2002,punk blues,2
2002,punk metal,8
2002,punk pop,2
2002,punk revival,15
2002,punk rock,70
2002,punk-pop,12
2002,punk/alternative and punk,1
2002,punk/new wave,13
2002,quiet storm,3
2002,r b,28
2002,r b contemporary,3
2002,r b soul,3
2002,r&b,82
2002,r&b/blues,1
2002,r&b/funk,2
2002,r&b/pop,2
2002,ragga,1
2002,ragga hip-hop,3
2002,ragtime,3
2002,rap,80
2002,rap & hip-hop,1
2002,rap and hip hop,6
2002,rap and hip-hop,4
2002,rap hip hop,4
2002,rap hip hop_rap and hip hop_hip-hop,1
2002,rap hip-hop,3
2002,rap hip-hop r b,3
2002,rap metal,8
2002,rap r b,3
2002,rap rock,7
2002,rap-metal,11
2002,rap-rock,5
2002,rap/hip hop,2
2002,rap/hip-hop,1
2002,rap/r&b,2
2002,rap/rock,1
2002,rapcore,5
2002,rb,1
2002,reggae,25
2002,reggae-pop,1
2002,regional mexicano,1
2002,religious,8
2002,remake,1
2002,renaissance,2
2002,rerip country,1
2002,rerip emo-folk,1
2002,rerip grunge,1
2002,rerip modern country,1
2002,retro rock revival,1
2002,rhythm & blues,2
2002,rhythm and blues,2
2002,rhythm blues,2
2002,rhythmic noise,7
2002,rhythmic soul,1
2002,ricardo mazzi,1
2002,rick doll,1
2002,rnb,1
2002,rnb swing,27
2002,rnb/swing,10
2002,rock,2863
2002,rock & roll,31
2002,rock and indie,27
2002,rock and roll,132
2002,rock ballad,4
2002,rock ballads,1
2002,rock en español,1
2002,rock pop,15
2002,rock roll,1
2002,rock/blues,1
2002,rock/pop,10
2002,rock/soul,1
2002,rock_hard rock_alternative rock,1
2002,rock_indie rock_folk rock,1
2002,rock_pop rap_pop and chart,1
2002,rock_pop rock,1
2002,rock_pop rock_rock_pop rock_alternative rock,1
2002,rock_rnb swing_jazz,1
2002,rock_rnb swing_pop rap,1
2002,rock_rnb swing_pop rap/hip-hop,1
2002,rockabilly,29
2002,rocksteady,3
2002,romantic,1
2002,roots reggae,4
2002,roots rock,4
2002,salsa,3
2002,samba,2
2002,samples,1
2002,satire,1
2002,saxophone jazz,1
2002,sci fi,2
2002,score,12
2002,screamo,7
2002,self-titled,4
2002,series,1
2002,sheri brooks,1
2002,shoegaze,22
2002,shoegazer,5
2002,should be public domain,1
2002,silly name,1
2002,singer-songwriter,7
2002,singer/songwriter,2
2002,ska,29
2002,ska punk,13
2002,ska-punk,5
2002,skate punk,6
2002,skatepunk,3
2002,slow jam,1
2002,slow jets,1
2002,slowcore,5
2002,sludge metal,10
2002,smooth jazz,38
2002,smooth soul,8
2002,snake,1
2002,soft jazz vocals,1
2002,soft rock,67
2002,solo instrumental,1
2002,soul,159
2002,soul and reggae,8
2002,soul blues,2
2002,soul jazz,31
2002,soul-jazz,2
2002,soul; philly soul; funk; easy listening,1
2002,sound collage,2
2002,soundtrack,53
2002,soundtracks,2
2002,southern gospel,2
2002,southern hip hop,9
2002,southern rap,7
2002,southern rock,29
2002,southern soul,1
2002,space ambient,1
2002,space punk,1
2002,space rock,27
2002,space rock revival,1
2002,spanish,1
2002,special edition,1
2002,speech,1
2002,speed metal,7
2002,split,2
2002,spoken comedy,1
2002,spoken word,25
2002,stage & screen,1
2002,stage musicals,1
2002,stage screen,4
2002,standup comedy,5
2002,stanley clarke,1
2002,star trek soundtracks,1
2002,steampunk,1
2002,steely dan,1
2002,stoner,1
2002,stoner doom,1
2002,stoner metal,7
2002,stoner rock,38
2002,stop,1
2002,straight-edge,1
2002,stride,1
2002,summer song,1
2002,sunshine pop,2
2002,surf,8
2002,swamp blues,1
2002,swamp pop,1
2002,swamp rock,1
2002,swing,130
2002,swing/jazz,1
2002,symphonic metal,3
2002,symphonic rock,9
2002,symphony,11
2002,synth punk,1
2002,synth-pop,102
2002,synthpop,6
2002,séga,1
2002,tango,1
2002,tape music,1
2002,tech house,42
2002,technical death metal,3
2002,technical deathgrind,1
2002,technical grindcore,1
2002,techno,109
2002,teen pop,6
2002,tejano,2
2002,television,1
2002,tex-mex,2
2002,texas blues,19
2002,the blues,1
2002,the essential johnny cash,1
2002,the muons,1
2002,third stream,1
2002,third wave ska revival,3
2002,thrash,3
2002,thrash metal,10
2002,thug rap,4
2002,tibetan,1
2002,to,1
2002,todd in the shadows,1
2002,top 40,1
2002,traditional acoustic blues,1
2002,traditional country,14
2002,traditional folk,1
2002,traditional irish folk,1
2002,traditional pop,16
2002,trance,29
2002,tribal,5
2002,tribal ambient,5
2002,tribal house,21
2002,trip hop,29
2002,trip-hop,1
2002,triphop,1
2002,trop rock,1
2002,trs 80,1
2002,trs-80,1
2002,trs80,1
2002,true crime,1
2002,trumpet jazz,2
2002,turntablism,9
2002,tv music,1
2002,twee,1
2002,twee pop,1
2002,tweemo,1
2002,uk garage,5
2002,uk single cd1,2
2002,uk single cd2,1
2002,underground,1
2002,underground hip hop,6
2002,underground rap,6
2002,urban,6
2002,urban cowboy,2
2002,urban crossover,2
2002,us power metal,1
2002,usa,8
2002,usbm,1
2002,vandross,1
2002,veggietales,1
2002,venien,1
2002,vennt,1
2002,vgm,4
2002,video game,1
2002,viking metal,1
2002,vocal,13
2002,vocal jazz,17
2002,vocals,1
2002,von,1
2002,von properties l.l.c.,1
2002,von records,1
2002,weather report,1
2002,weed anthem,1
2002,west coast hip hop,26
2002,west coast jazz,1
2002,west coast rap,15
2002,western classical,2
2002,western swing,4
2002,wisin y yandel,1
2002,world,2
2002,world fusion,1
2002,worship,1
2002,yellowjackets,1
2002,zz genre to be tagged,1
2003,00s,4
2003,129 hardcore_hardcore,1
2003,1980s,1
2003,1–4 wochen,1
2003,1–9 wochen,1
2003,2000s,2
2003,2003,25
2003,2004,2
2003,2018-11-10 apos,1
2003,255,6
2003,357,1
2003,4 walls of freedom,1
2003,5+ wochen,4
2003,60's oldies,1
2003,80 s and 90 s pop,1
2003,80s,4
2003,<unknown>,1
2003,_download,1
2003,above the rim,4
2003,abstract,45
2003,acid,1
2003,acid house,3
2003,acid jazz,6
2003,acid rock,9
2003,acoustic,24
2003,acoustic blues,10
2003,acoustic rock,3
2003,added/unknown,1
2003,adult alternative pop,1
2003,adult alternative pop/rock,12
2003,adult alternative rock,3
2003,adult contemporary,20
2003,afro-cuban jazz,3
2003,afrobeat,4
2003,aggressive,1
2003,album rock,13
2003,alt country,1
2003,alt metal,4
2003,alt pop,1
2003,alt rock,4
2003,alt-country,4
2003,alt-folk,1
2003,alt-rock,2
2003,alt. rock,1
2003,alternative,48
2003,alternative & punk,7
2003,alternative and punk,36
2003,alternative ccm,4
2003,alternative country,9
2003,alternative country-rock,3
2003,alternative folk,3
2003,alternative hard rock,1
2003,alternative hip hop,15
2003,alternative hip-hop,2
2003,alternative metal,77
2003,alternative pop,5
2003,alternative pop/rock,29
2003,alternative punk,19
2003,alternative rap,6
2003,alternative rock,610
2003,alternative rock / progressive rock,1
2003,alternative rock; ambient; electronic; jazz; rhythm and blues,1
2003,alternative rock; américain,1
2003,alternative-rock,2
2003,alternative/indie rock,57
2003,alternrock,6
2003,alternrockalt,1
2003,am pop,5
2003,ambient,156
2003,ambient pop,2
2003,ambient; experimental; dark ambient; minimal,1
2003,ambient; experimental; minimal; avant-garde,1
2003,ambient; minimal; atmospheric; dark ambient,1
2003,ambient; minimal; atmospheric; experimental,1
2003,ambient; minimal; avant-garde; trance,1
2003,american,11
2003,american idol,3
2003,american metal,1
2003,american primitivism,1
2003,american punk,1
2003,american trad rock,1
2003,american underground,2
2003,americana,21
2003,américain,9
2003,anime,1
2003,anthemic,1
2003,anti-folk,4
2003,aor,13
2003,aor classic rock,2
2003,arena rock,41
2003,art pop,1
2003,art punk,1
2003,art rock,50
2003,atmospheric,1
2003,atmospheric black metal,3
2003,atmospheric sludge metal,2
2003,atmospheric space,2
2003,audiobook,5
2003,autumn,1
2003,avant-garde,84
2003,avant-garde jazz,29
2003,avant-garde metal,4
2003,avant-prog,3
2003,avantgarde,13
2003,bachata,1
2003,bakersfield sound,4
2003,ballad,51
2003,ballads,1
2003,ballet,1
2003,baroque,9
2003,baroque era,1
2003,baroque pop,3
2003,based,1
2003,bass music,3
2003,battle themes,1
2003,battlestar galactica,1
2003,beat,1
2003,bebob,1
2003,bebop,2
2003,beethoven,2
2003,berlin school,3
2003,big band,59
2003,big beat,5
2003,billboard,1
2003,bitpop,1
2003,bittersweet,1
2003,black metal,45
2003,blackened death metal,1
2003,blackspot,1
2003,blue-eyed soul,3
2003,bluegrass,90
2003,bluegrass gospel,8
2003,blues,375
2003,blues rock,114
2003,blues-rock,9
2003,blues/blues,1
2003,blues/rock & roll,1
2003,boastful,1
2003,bolero,1
2003,boogie,2
2003,boogie rock,4
2003,boogie woogie,1
2003,boogie-woogie,5
2003,books and spoken,1
2003,boom bap,15
2003,bossa nova,7
2003,box set,1
2003,brass band,1
2003,breakbeat,39
2003,breakcore,20
2003,breaks,27
2003,brill building pop,1
2003,brit pop,1
2003,britcore,1
2003,britpop,2
2003,broadway,2
2003,broken beat,7
2003,brutal death metal,4
2003,brutal prog,2
2003,c users ketan music music 2pac biggie - running mp3,1
2003,cabaret,2
2003,cajun,2
2003,calm,2
2003,calypso,1
2003,cambodian pop,1
2003,car on cover,4
2003,ccbync,1
2003,cccd,3
2003,ccm,4
2003,cd,1
2003,cello,2
2003,celtic,7
2003,celtic punk,2
2003,celtic rock,1
2003,chamber music,8
2003,chamber pop,4
2003,check it,2
2003,chicago,1
2003,chicago blues,15
2003,chicago rap,1
2003,chicano rap,1
2003,children s music,1
2003,children's music,1
2003,childrens,1
2003,chipmunk soul,1
2003,chiptune,4
2003,choral,2
2003,christian,4
2003,christian hip hop,1
2003,christian metal,4
2003,christian pop,1
2003,christian rap,1
2003,christian rock,17
2003,christmas,25
2003,christmas music,11
2003,chrstmas,1
2003,classic country,6
2003,classic pop and rock,12
2003,classic pop punk,1
2003,classic pop vocals,2
2003,classic rock,72
2003,classical,311
2003,classical box set,1
2003,classical crossover,18
2003,classical music,1
2003,close harmony,1
2003,club-house_disco_disco_club-house,1
2003,club/dance,4
2003,college rock,2
2003,comedy,42
2003,comedy hip hop,1
2003,comedy rap,1
2003,comedy rock,9
2003,comedy/spoken,4
2003,compas,1
2003,compilation,1
2003,concept album,2
2003,concerto,16
2003,cone,1
2003,conscious,14
2003,conscious hip hop,4
2003,conscious rap,1
2003,contemporary,4
2003,contemporary bluegrass,2
2003,contemporary christian,25
2003,contemporary country,36
2003,contemporary folk,7
2003,contemporary gospel,5
2003,contemporary jazz,111
2003,contemporary pop/rock,19
2003,contemporary r b,5
2003,contemporary r&b,101
2003,contermorary christian,1
2003,contra,2
2003,cool jazz,33
2003,copy control,1
2003,country,260
2003,country blues,33
2003,country comedy,1
2003,country folk,1
2003,country gospel,4
2003,country pop,12
2003,country rap,2
2003,country rock,118
2003,country soul,1
2003,country-pop,7
2003,country-rock,2
2003,country/rock,2
2003,country; humour; country pop,1
2003,cover,2
2003,cover album,1
2003,covers,1
2003,crack rock steady,1
2003,crossover,1
2003,crossover jazz,4
2003,crossover thrash,1
2003,crunk,9
2003,crust punk,1
2003,cryptic,1
2003,cumbia,2
2003,cut-up dj,6
2003,cybergrind,2
2003,cynykyl,1
2003,cynykylart,1
2003,dance,7
2003,dance and electronica,2
2003,dance classics,1
2003,dance pop,3
2003,dance-pop,29
2003,dance-punk,2
2003,dance-rock,4
2003,dance/electronic,1
2003,dancehall,4
2003,dank,1
2003,dark ambient,18
2003,dark cabaret,1
2003,dark folk,1
2003,dark wave,11
2003,darkwave,3
2003,death country,2
2003,death industrial,1
2003,death metal,84
2003,deathcore,3
2003,deathgrind,1
2003,deathrock,1
2003,deep house,45
2003,deep soul,1
2003,delta blues,15
2003,dense,1
2003,depressive black metal,2
2003,descarga,1
2003,desert ambient,1
2003,detroit techno,1
2003,digital disco,1
2003,dirty rap,1
2003,dirty south,9
2003,disc,1
2003,disco,67
2003,disco_club-house_club-house_disco,1
2003,discogs/the most popular album released every year from 1950 to 2020,1
2003,discoth que,1
2003,dixieland,10
2003,dj battle tool,1
2003,doo wop,4
2003,doo-wop,14
2003,doom metal,40
2003,doom/death-metal,1
2003,down-south rap,1
2003,downtempo,108
2003,dr9,1
2003,dream pop,12
2003,drill & bass,1
2003,drone,22
2003,drone metal,2
2003,drum & bass,1
2003,drum and bass,16
2003,drum n bass,2
2003,dub,28
2003,dub techno,3
2003,dubstep,1
2003,dungeon synth,1
2003,dungeons & dragons,1
2003,early jazz,1
2003,early pop,9
2003,early pop/rock,3
2003,early r&b,1
2003,east coast hip hop,20
2003,east coast rap,17
2003,easy listening,51
2003,easy listening soundtracks and musicals,5
2003,ebm,11
2003,electric blues,14
2003,electric boogaloo,1
2003,electric delta blues,1
2003,electric texas blues,1
2003,electro,134
2003,electro house,6
2003,electro rock,1
2003,electroacoustic,4
2003,electroclash,7
2003,electronic,1245
2003,electronic rock,3
2003,electronic; ambient; hiphop; jazz,2
2003,electronica,12
2003,electronica dance,1
2003,electronicore,1
2003,electropop,5
2003,emo,106
2003,energetic,1
2003,english,6
2003,ethereal,1
2003,ethio-jazz,1
2003,euro house,3
2003,europop,4
2003,exotica,1
2003,experimental,390
2003,experimental electronic,2
2003,experimental rock,27
2003,fantasy music,1
2003,female vocalist,1
2003,female vocalists,1
2003,female vocals,1
2003,fergie,1
2003,field recording,2
2003,field recordings,1
2003,filk,11
2003,film score,5
2003,flamenco,4
2003,florida breaks,1
2003,folk,179
2003,folk metal,1
2003,folk pop,5
2003,folk punk,9
2003,folk rock,179
2003,folk-rock,1
2003,folk/country,1
2003,folk/country/ambient/pop/jazz,1
2003,folk/rock,1
2003,folktronica,3
2003,format-cd-r,1
2003,format-dvd-video,1
2003,franziska pigulla,1
2003,freak folk,3
2003,free folk,2
2003,free improvisation,56
2003,free jazz,88
2003,freestyle,1
2003,funeral doom metal,1
2003,funk,70
2003,funk / soul,4
2003,funk metal,19
2003,funk rock,6
2003,funk soul,20
2003,funk/disco,1
2003,fusion,22
2003,future jazz,15
2003,futurepop,1
2003,fyrce muons,1
2003,g-funk,8
2003,gabber,10
2003,game,6
2003,gangsta,8
2003,gangsta rap,52
2003,gangsta shit,1
2003,garage house,14
2003,garage punk,10
2003,garage rock,114
2003,garage rock revival,5
2003,geek,1
2003,general alternative,3
2003,general contemporary r&b,1
2003,general film music,2
2003,general folk,1
2003,general holiday,1
2003,general pop,2
2003,general pop vocal,1
2003,general punk,1
2003,general rock,2
2003,general teen pop,1
2003,general unclassifiable,1
2003,genre,11
2003,ghetto house,1
2003,ghettotech,4
2003,girl singer,1
2003,glam,22
2003,glam metal,2
2003,glam rock,3
2003,glitch,26
2003,glitch hop,1
2003,glitch pop,1
2003,go-go,1
2003,goa trance,1
2003,golden age,2
2003,goregrind,3
2003,gospel,49
2003,gospel and religious,2
2003,gospel blues,1
2003,gospel religious,2
2003,goth,2
2003,goth metal,3
2003,goth rock,13
2003,goth rock alternative metal nu metal rock metal,2
2003,gothic,1
2003,gothic country,2
2003,gothic metal,3
2003,gothic rock,8
2003,green green,1
2003,grindcore,35
2003,groove metal,8
2003,grunge,91
2003,guitar,1
2003,guitar jazz,1
2003,guitar virtuoso,2
2003,gulf,1
2003,gulf and western,1
2003,hair metal,1
2003,halloween,1
2003,happy hardcore,2
2003,hard bop,45
2003,hard house,5
2003,hard rock,201
2003,hard trance,7
2003,hardcore,41
2003,hardcore hip hop,26
2003,hardcore punk,37
2003,hardcore rap,14
2003,hardcore_129 hardcore,1
2003,hardnheavy,5
2003,harlem hip hop,1
2003,heartland rock,4
2003,heavy alternative,1
2003,heavy metal,201
2003,heavy prog,1
2003,hi nrg,1
2003,hidden track,1
2003,hip hop,913
2003,hip hop rap,41
2003,hip hop rnb and dance hall,17
2003,hip hop/rap,3
2003,hip-hop,192
2003,hip-hop/rap,1
2003,hip-hop_rap,1
2003,hiphop,2
2003,hiplife,1
2003,holiday,1
2003,holidays,3
2003,honky tonk,16
2003,honky tonk and outlaw,1
2003,horror punk,8
2003,horrorcore,6
2003,hot rod,1
2003,house,169
2003,humor,2
2003,humorous,1
2003,humour,3
2003,hurt,1
2003,hyphy,5
2003,hypnagogic pop,1
2003,hörbuch,3
2003,i found all these things,1
2003,i own this,1
2003,i want you back,1
2003,idm,73
2003,illbient,8
2003,independent,1
2003,indian,5
2003,indian classical,1
2003,indie,31
2003,indie folk,16
2003,indie pop,43
2003,indie rock,540
2003,indietronica,4
2003,industrial,92
2003,industrial dance,1
2003,industrial hip hop,1
2003,industrial metal,14
2003,industrial rock,6
2003,infinite soundworld,1
2003,inspirational,1
2003,instrument-kirar,1
2003,instrument-washint,1
2003,instrumental,48
2003,instrumental hip hop,1
2003,instrumental rock,15
2003,instrumental surf,2
2003,instrumentals,1
2003,interview,4
2003,introspective,1
2003,irish,1
2003,irish folk,1
2003,irm,1
2003,island,1
2003,iso 639-3,1
2003,jahrescharts 2023,1
2003,jam,4
2003,jam band,1
2003,jam bands,1
2003,jamaica,1
2003,japanese import,1
2003,jazz,981
2003,jazz / pop / rock / soul and funk,1
2003,jazz and blues,18
2003,jazz blues,3
2003,jazz fusion,8
2003,jazz instrument,1
2003,jazz pop,4
2003,jazz rap,1
2003,jazz rock,11
2003,jazz vocal,1
2003,jazz vocals,3
2003,jazz-funk,33
2003,jazzdance,2
2003,jazzthing,1
2003,jazzthing 141,1
2003,joe locke,1
2003,juke joint blues,1
2003,jump blues,15
2003,jungle,7
2003,keelhaul,1
2003,kevin m. thomas,3
2003,keyboard,1
2003,klassik,1
2003,klezmer,1
2003,krautrock,4
2003,latin,68
2003,latin disco,1
2003,latin jazz,14
2003,latin pop,3
2003,laut.de,1
2003,leftfield,53
2003,liste de courses,1
2003,live,6
2003,lo-fi,77
2003,long title,1
2003,louisiana blues,4
2003,lounge,8
2003,lute,1
2003,magnatune,10
2003,mainstream jazz,1
2003,mainstream rock,1
2003,male vocal,3
2003,male vocalist,2
2003,mambo,3
2003,manson,1
2003,mash up,1
2003,mashup,1
2003,math rock,28
2003,mathcore,3
2003,medieval,1
2003,melancholic,1
2003,melancholy-funk,1
2003,melodic,1
2003,melodic death metal,2
2003,melodic hardcore,10
2003,melodic metal,1
2003,melodic metalcore,2
2003,memphis rap,1
2003,metal,73
2003,metalcore,42
2003,miami bass,1
2003,microhouse,1
2003,midwest emo,1
2003,midwest rap,3
2003,minimal,46
2003,minimal techno,1
2003,minimalism,2
2003,miscellaneous,2
2003,missing language code-tzm,1
2003,mixtape,3
2003,mod,3
2003,modal,2
2003,modal jazz,2
2003,modern,2
2003,modern blues,1
2003,modern classical,42
2003,modern country,1
2003,modern creative,5
2003,modern delta blues,1
2003,modern electric blues,3
2003,modern rock,1
2003,motown,1
2003,movie soundtrack,1
2003,murder folk,2
2003,murder metal,1
2003,music,2
2003,music comedy,1
2003,music hall,2
2003,musical,15
2003,musique concrète,8
2003,nashville sound,1
2003,native,1
2003,need composers,2
2003,neo soul,16
2003,neo-progressive rock,2
2003,neo-psychedelia,9
2003,neo-rockabilly,1
2003,neo-soul,12
2003,neo-traditionalist country,6
2003,neoclassical dark wave,1
2003,neofolk,6
2003,neotraditional country,1
2003,nerdcore,1
2003,new age,53
2003,new country,1
2003,new jack swing,6
2003,new metal,1
2003,new orleans jazz,1
2003,new orleans r&b,1
2003,new traditionalist,6
2003,new wave,51
2003,new york hardcore,2
2003,nintendocore,1
2003,no genre info,1
2003,no wave,6
2003,noise,156
2003,noise pop,5
2003,noise rock,7
2003,noise-rock,1
2003,noisy,1
2003,non-music,62
2003,none,2
2003,nonfiction,1
2003,norteño,1
2003,novelty,3
2003,nu disco,2
2003,nu jazz,1
2003,nu metal,66
2003,nu-metal,1
2003,nü metal,6
2003,offizielle charts,6
2003,oi,18
2003,oi!,1
2003,old school hip hop,2
2003,old timey,1
2003,old-school rap,1
2003,old-time,2
2003,oldies,7
2003,oldies 80 s,1
2003,opera,12
2003,optimistic,1
2003,orchestral,14
2003,original cast,2
2003,other,1
2003,other 50's oldies,1
2003,other classical,2
2003,other pop,9
2003,other rap hip-hop,1
2003,outlaw country,7
2003,paisley underground,1
2003,parody,1
2003,party,1
2003,party rap,3
2003,passionate,2
2003,peel sessions,2
2003,pennsylvania,1
2003,persian classical,4
2003,persian pop,3
2003,peruvian born,1
2003,philly soul,1
2003,phonetic phail,1
2003,piano,2
2003,piano blues,6
2003,piano rock,5
2003,piedmont blues,3
2003,pink floyd,1
2003,pkg-jewel case,4
2003,playful,1
2003,plunderphonics,1
2003,political,1
2003,political comedy,2
2003,political hip hop,2
2003,political rap,1
2003,polka,2
2003,pop,627
2003,pop and chart,3
2003,pop and chart_pop and chart_pop,1
2003,pop female singer-songwriter,1
2003,pop hair metal,1
2003,pop metal,3
2003,pop punk,85
2003,pop rap,55
2003,pop rock,303
2003,pop soul,12
2003,pop-metal,3
2003,pop-rap,4
2003,pop-soul,1
2003,pop/r&b,1
2003,pop/rock,174
2003,pop/rock/indie/electronic,1
2003,pop; country rock,1
2003,pop; easy listening; opera; piano,1
2003,pop; pop rock; doo wop,1
2003,pop_experimental_electronic,1
2003,post bop,4
2003,post punk,1
2003,post rock,17
2003,post-bop,79
2003,post-grunge,47
2003,post-hardcore,54
2003,post-metal,2
2003,post-minimalism,2
2003,post-punk,32
2003,post-punk revival,4
2003,post-rock,90
2003,power electronics,9
2003,power metal,7
2003,power pop,58
2003,powerpop,1
2003,praise & worship,1
2003,pre-punk,1
2003,pregaptrack,5
2003,prewar blues,1
2003,prog rock,2
2003,progressive bluegrass,5
2003,progressive country,6
2003,progressive folk,1
2003,progressive house,33
2003,progressive metal,19
2003,progressive rap,1
2003,progressive rock,25
2003,progressive trance,8
2003,proto-punk,2
2003,protopunk,1
2003,psy-trance,1
2003,psychedelic,19
2003,psychedelic folk,2
2003,psychedelic pop,2
2003,psychedelic rock,97
2003,psychedelic soul,1
2003,psychedelic/blues-rock,1
2003,psychedelic/garage,2
2003,psychobilly,4
2003,psytrance,2
2003,punk,422
2003,punk blues,2
2003,punk metal,6
2003,punk revival,14
2003,punk rock,56
2003,punk-pop,10
2003,punk/new wave,16
2003,qawwali,1
2003,queercore,1
2003,quiet storm,3
2003,r b,37
2003,r b contemporary,2
2003,r b soul,1
2003,r b swing,1
2003,r b-soul,1
2003,r&b,95
2003,r&b / oldschool r&b,1
2003,r&b/soul,1
2003,ragga,3
2003,ragga hip-hop,3
2003,ragtime,5
2003,rap,79
2003,rap amp hip-hop,1
2003,rap and hip hop,4
2003,rap and hip-hop,2
2003,rap hip hop,2
2003,rap hip-hop r b,2
2003,rap metal,7
2003,rap r b,1
2003,rap rock,9
2003,rap soundtrack,1
2003,rap-metal,10
2003,rap-rock,9
2003,rap/hip hop,2
2003,rap/r&b,3
2003,rap/randb,1
2003,rap_hip-hop,1
2003,rapcore,3
2003,rave,1
2003,raw,1
2003,rebellious,1
2003,reggae,36
2003,reggae fusion,1
2003,reggae-pop,1
2003,regional blues,1
2003,relax,1
2003,religious,12
2003,remastered,1
2003,remix,1
2003,renaissance,2
2003,rerip country,2
2003,rerip grunge,1
2003,revolutionary,1
2003,rhythm & blues,4
2003,rhythm and blues,2
2003,rhythm blues,1
2003,rhythmic,2
2003,rhythmic noise,11
2003,rnb,2
2003,rnb swing,16
2003,rnb/swing,9
2003,rock,3164
